"artist","album","release_date","tracks","album_type","markets"
"Sun Kil Moon","Common As Light And Love Are Red Valleys Of Blood","2017-02-17",16,"album",65
"The Black Marble Selection","Greener Than The Other Side","2017-02-24",11,"album",65
"The Courtneys","The Courtneys II","2017-02-17",10,"album",65
"The Orwells","Terrible Human Beings","2017-02-17",13,"album",65
"Tim Darcy","Saturday Night","2009-06-25",15,"album",65
"Trinix","Hide","2016-08-12",1,"single",65
"Youth In Revolt","The Broken","2018-03-30",1,"single",65
"Leeky Bandz","TWENTY'17","2017-09-29",1,"single",65
"Philthy Rich","Seminary","2017-02-20",12,"album",65
"JBan$","Promise Land EP","2018-11-02",2,"single",65
"Roc Marciano","Rosebudd's Revenge","2017-02-21",15,"album",65
"SkullE","Best Thing Yet 2","2017-02-21",9,"album",65
"$uicideboy$ X Germ","DIRTIERNASTIER$UICIDE","2017-02-21",6,"single",65
"Monstercat","Monstercat 030","2017-02-22",32,"compilation",65
"FG Famous","Fuck The Fame","2018-09-18",11,"album",65
"KYUHYUN","One Voice","2015-05-11",25,"album",65
"Aaron Watson","Vaquero","2017-02-24",16,"album",65
"Acceptance","Colliding By Design","2017-03-24",11,"album",65
"Allan Rayman","Roadhouse 01","2017-02-24",13,"album",65
"Brian Owens","The Soul of Ferguson","2017-02-24",9,"album",65
"Clap Your Hands Say Yeah","The Tourist","2017-02-24",10,"album",65
"Crystal Fairy","Crystal Fairy","2017-02-24",11,"album",65
"Dams of the West","Youngish American","2017-02-24",10,"album",65
"Death Therapy","The Storm Before The Calm","2009-05-12",6,"single",65
"Dirty Projectors","Dirty Projectors","2017-02-21",9,"album",65
"Ella Mai","Ready","2017-02-22",6,"single",65
"Froth","Outside (briefly)","2017-02-24",10,"album",65
"Future","HNDRXX","2017-07-27",19,"album",65
"Half Waif","form/a","2018-08-04",1,"single",65
"Horrorshow","Bardo State","2017-02-24",15,"album",65
"Immolation","Atonement","2017-11-03",15,"album",65
"Jaime Wyatt","Felony Blues","2017-02-24",7,"album",65
"John Mayer","The Search for Everything (Wave Two)","2017-02-24",4,"single",65
"YFN Lucci","Long Live Nut","2017-03-03",9,"album",65
"Zayde Wølf","The Hidden Memoir EP","2017-03-03",4,"single",65
"Brave Girls","Rollin'","2017-05-12",1,"single",65
"Descent into Maelstrom","Descent into Maelstrom","2018-10-26",1,"single",65
"Asfixia","Tormenta","2017-03-28",10,"album",65
"Brian Fresco","Casanova","2018-08-26",1,"single",65
"Bush","Black and White Rainbows","2017-10-13",17,"album",65
"Cameron Avery","Ripe Dreams, Pipe Dreams","2017-03-10",12,"album",65
"Can't Swim","Fail You Again","2017-03-10",12,"album",65
"Charli XCX","Number 1 Angel","2017-03-10",10,"album",65
"Chickenfoot","Best + Live","2004-01-01",19,"album",65
"Cindy Lee Berryhill","The Adventurist","2017-06-30",3,"single",65
"Circa Waves","Different Creatures","2017-03-10",11,"album",65
"Crywolf","Skeletons","2017-10-13",1,"single",65
"Darkest Hour","Godless Prophets & the Migrant Flora","2017-03-10",12,"album",65
"Devin the Dude","Acoustic Levitation","2017-03-10",14,"album",65
"Eric Bellinger- Eric B for President: Term 2","8/8","2018-08-22",11,"album",65
"Greg Graffin","Millport","2017-03-10",10,"album",65
"Ha Ha Tonka","Heart-Shaped Mountain","2017-03-10",10,"album",65
"Havok","Conformicide","2017-03-10",10,"album",65
"Hurray for the Riff Raff","The Navigator","2017-03-10",12,"album",65
"Jacques Greene","Feel Infinite","2017-03-10",11,"album",65
"Jesse Harris","Music for Chameleons","2017-03-10",13,"album",65
"Joanna Forest","Stars Are Rising","2017-03-10",12,"album",65
"Josh Turner","Deep South","2017-03-10",11,"album",65
"K Phillips","Dirty Wonder","2017-03-10",10,"album",65
"Knox Hamilton","The Heights","2008-06-03",27,"album",65
"Laura Marling","Semper Femina","2017-03-10",9,"album",65
"Little Comets","WORHEAD","2017-03-10",11,"album",65
"Mallory Knox","Wired","2010-01-01",10,"album",65
"MOD SUN","Movie","2008-01-01",18,"album",65
"Murs","Captain California","2017-03-10",13,"album",65
"Nicky Romero","Nicky Romero Presents Protocol Miami 2017","2017-02-10",38,"album",65
"Onra","Chinoiseries, Pt. 3","2017-03-10",32,"album",65
"Page Kennedy","Torn Pages","2016-09-13",9,"album",65
"Peter Murphy","Bare-boned and Sacred (Live)","2017-03-10",12,"album",65
"Pieta Brown","Postcards","2018-08-14",1,"single",65
"RaRa","I Am What I Am","2006-02-21",13,"album",65
"Shelby Earl","The Man Who Made Himself a Name","2017-03-10",11,"album",65
"Shinobi Ninja","Bless Up","2018-06-21",1,"single",65
"Sunny Sweeney","Trophy","2018-03-23",1,"single",65
"Tenelle","For the Lovers","2018-07-20",9,"album",65
"Tennis","Yours Conditionally","2017-03-10",10,"album",65
"The Picturebooks","Home Is a Heartache","2017-03-10",14,"album",65
"The Reverend Peyton's Big Damn Band","Front Porch Sessions","2017-03-10",11,"album",65
"The Shins","Heartworms","2017-03-10",11,"album",65
"The Yugos","Weighing the Heart","2013-05-13",11,"album",65
"Thelma","Thelma","1991-01-01",16,"album",65
"Tyce","Hero","2017-03-17",14,"album",65
"Valerie June","The Order of Time","2017-03-10",12,"album",65
"Various Artists","The Music of Nashville","2013-01-01",11,"album",65
"Vukovi","Vukovi","2017-03-10",12,"album",65
"VVV","Why El Paso Sky","2017-03-10",16,"album",65
"Vybz Kartel","Black & White","2018-09-14",14,"album",65
"Young Chris","The Network 4","2017-03-10",16,"album",65
"Your Old Droog","Packs","2016-12-22",17,"album",65
"Yvonne Catterfield","Guten Morgen Freiheit","2017-03-10",14,"album",65
"BlocBoy JB","Loco","2017-07-28",1,"single",65
"GOT7","Flight Log: Arrival","2017-03-13",8,"album",65
"Smino","blkswn","2017-03-14",18,"album",65
"He Is We","Fall out of Line","2017-03-15",9,"album",65
"Starlito & Don Trip","Step Brothers THREE","2017-03-15",15,"album",65
"Deathless Maranatha","Nothing No One Never Everything","2017-03-03",8,"album",65
"2CELLOS","Score","1996-02-21",17,"album",65
"ANOHNI","Paradise","2015-02-24",12,"album",65
"As We Ascend","Farewell to Midnight","2017-03-17",11,"album",65
"Basement Life","Love Is Not Real","2017-03-17",10,"album",65
"BOEF","Slaaptekort","2017-03-17",16,"album",65
"Bonkaz","Quality Control 2.0","2017-03-17",11,"album",65
"Bonnie X Clyde","Wanted EP","2017-03-17",5,"single",65
"Chloe Martini","Never Twice the Same","2017-03-17",5,"single",65
"Conor Oberst","Salutations","2017-03-17",17,"album",65
"Coely","Different Waters","2017-03-17",13,"album",65
"Elevation Worship","There Is a Cloud","2017-03-17",17,"album",65
"Fell Ruin","To The Concrete Drifts","2017-03-17",5,"single",65
"Fit for An Autopsy","The Great Collapse","2017-03-17",9,"album",65
"Frances","Things I've Never Said","2017-03-17",16,"album",65
"Fredo","Get Rich or Get Recalled","2017-08-07",14,"album",65
"Gary Clark Jr.","Live North America 2016","2017-03-17",12,"album",65
"Judah & The Lion","Folk Hop N' Roll","2017-03-10",16,"album",65
"Kaye Cal","Kaye Cal","2017-03-17",9,"album",65
"Locust Leaves","A Subtler Kind of Light","2017-03-17",4,"single",65
"Michael Tyler","317","2017-03-17",11,"album",65
"Milky Chance","Blossom","2017-03-17",20,"album",65
"Misery Loves Company","Love Notes and Highways","2017-03-17",6,"single",65
"Niyaz","The Best of Niyaz","2017-03-17",13,"album",65
"Obituary","Obituary","2017-03-17",11,"album",65
"Section Boyz","Soundcheck","2014-09-23",5,"single",65
"Selah","Unbreakable","2016-01-29",16,"album",65
"Shawty Lo","R.I.C.O.","2017-10-09",10,"album",65
"Soulwax","FROM DEEWEE","2017-03-24",12,"album",65
"Steel Panther","Lower the Bar","2017-03-24",11,"album",65
"Steve Hackett","The Night Siren","2017-03-24",11,"album",65
"Take That","Wonderland","2016-03-25",5,"single",65
"Tate Kobang","Silent Waves","2015-05-31",5,"single",65
"The Dollyrots","Whiplash Splash","2017-03-24",13,"album",65
"The Jesus and Mary Chain","Damage and Joy","2017-03-24",14,"album",65
"The Residents","The Ghost of Hope","2017-03-24",7,"album",65
"The Vicious Head Society","Abject Tomorrow","2017-03-24",8,"album",65
"Trementina","810","2016-09-16",13,"album",65
"Trey Songz","Tremaine","2017-03-24",15,"album",65
"Tuxedo","Tuxedo II","2017-03-24",11,"album",65
"Western Daughter","Driftwood Songs","2017-03-24",9,"album",65
"Zonnique","Love Jones EP","2017-03-24",6,"single",65
"Marnie","Strange Words And Weird Wars","2017-06-02",10,"album",65
"Ten Walls","Queen","2018-08-10",19,"album",65
"Hi-Rez","Missing Pieces","2018-03-16",5,"single",65
"Furniteur","Perfect Lavender","2017-03-28",8,"album",65
"Tiara Thomas","Don't Mention My Name","2017-03-28",5,"single",65
"Amir Obè","None of the Clocks Work","2017-03-30",7,"album",65
"50 Cent","Best Of","2011-01-01",22,"compilation",65
"Aimee Mann","Mental Illness","2017-03-31",11,"album",65
"The Artificials","Heart","2018-02-14",17,"album",65
"BackWordz","Veracity","2017-03-31",18,"album",65
"Bob Dylan","Triplicate","2017-03-31",30,"album",65
"Body Count","Bloodlust","2018-03-26",1,"single",65
"British Sea Power","Let the Dancers Inherit the Party","2017-03-31",12,"album",65
"Charlotte OC","Careless People","2017-03-31",11,"album",65
"Chase Atlantic","Part Two","2018-11-02",8,"album",65
"Chaz Bundick Meets The Mattson 2","Star Stuff","2017-03-31",8,"album",65
"Christian Scott aTunde Adjuah","Ruler Rebel","2017-03-31",8,"album",65
"CunninLynguists","The Rose EP","2016-02-05",4,"single",65
"cupcakKe","Queen Elizabitch","2017-03-31",12,"album",65
"Demon Hunter","Outlive","2017-03-31",12,"album",65
"Deorro","Good Evening","2017-03-31",26,"album",65
"Ezro","Ghost in the Blue","2017-03-31",13,"album",65
"Freddie Gibbs","You Only Live 2wice","2017-03-31",8,"album",65
"Fresku & MocroManiac","Juice","2018-05-23",16,"album",65
"Front Porch Step","I Never Loved Before I Found You","2017-03-31",10,"album",65
"G-Eazy & Carnage","Step Brothers EP","2017-06-21",6,"single",65
"Gawvi","We Belong","2017-03-31",14,"album",65
"Goldfrapp","Silver Eye ","2017-03-31",10,"album",65
"Hauschka","What If","2017-11-10",13,"album",65
"Homeboy Sandman","Veins","2010-05-21",1,"single",65
"Jairzinho","Gouden Plaat","2017-03-31",7,"album",65
"Jamiroquai","Automaton","2017-03-31",12,"album",65
"Jennifer Paige","Starflower","2017-03-31",11,"album",65
"Jon Stevens","Starlight","2017-04-07",14,"album",65
"King Magnetic","Everything Happens 4 A Reason","2018-10-26",14,"album",65
"Kodak Black","Painting Pictures","2017-03-31",18,"album",65
"Lange Frans","Zwart","2018-01-24",13,"album",65
"La'Porsha Renae","Already All Ready","2017-03-31",13,"album",65
"Leela James","Did It for Love","2017-03-31",12,"album",65
"Locksmith","Olive Branch","2017-03-31",13,"album",65
"Mastodon","Emperor of Sand","2017-03-31",11,"album",65
"MercyMe","Lifer","2017-03-31",10,"album",65
"Nelly Furtado","The Ride","1984-07-27",63,"album",65
"Nightrage","The Venomous","2017-03-31",12,"album",65
"Pharmakon","Contact","2017-08-18",1,"single",65
"Residente","Residente","2017-03-31",13,"album",65
"Running Touch","A Body Slow","2017-03-31",6,"single",65
"Sumo Cyco","Opus Mar","2017-03-31",13,"album",65
"Tei Shi","Crawl Space","2017-03-31",15,"album",65
"The Doors","The Doors (50th Anniversary Deluxe Edition)","2017-03-31",30,"album",65
"Thomas Gold","Revelation, Pt. 1","2011-09-02",3,"single",65
"Trace Adkins- Something's Going On","12/12","2017-12-08",12,"compilation",65
"Various Artists","Ghost in the Shell (Music Inspired by the Motion Picture)","2017-03-31",12,"compilation",65
"Voz de Mando","Clase de Historia","2017-03-10",20,"album",65
"Yellow Claw","Los Amsterdam","2017-03-31",13,"album",65
"Young Dolph","Bulletproof","2017-04-01",10,"album",65
"Various Artists","Money Mix Riddim","2017-04-28",22,"compilation",65
"Hoodrich Pablo Juan & DrugRixh Pe$o","MONY POWR RSPT World Rules","2017-04-09",10,"album",65
"Laksida","Doe Het Zelf","2017-04-02",8,"album",65
"Leeky Bandz","outtaspace.","2017-03-24",11,"album",65
"Suav Corleone","Parked at the Trap","2017-04-03",16,"album",65
"Ann Marie","Ann Marie","2017-04-04",11,"album",65
"Scott Bradlee's Postmodern Jukebox","Fake Blues","2017-04-06",14,"album",65
"Alexandra Savior","Belladonna of Sadness","2017-04-07",11,"album",65
"Allan Kingdom","Lines","2013-01-01",14,"album",65
"Arca","Arca","2017-04-07",13,"album",65
"Azarath","In Extremis","2017-08-25",9,"album",65
"Bethel Music","Starlight (Live)","2017-04-07",14,"album",65
"Blaenavon","That's Your Lot","2017-04-07",12,"album",65
"Blood Youth","Beyond Repair","2018-06-01",11,"album",65
"Born Cages","Exit Signs in a Burning Building","2017-04-07",7,"album",65
"Charlatan","Remarkable","2017-04-07",10,"album",65
"Clark","Death Peak","2017-04-07",9,"album",65
"Cory Branan","Adios","2017-01-13",1,"single",65
"Dead By April","Worlds Collide","2017-04-07",11,"album",65
"The Dead Rabbitts","This Emptiness","2017-04-14",10,"album",65
"Tinie Tempah","Youth","2016-09-09",12,"album",65
"Ty Cooper","Fool EP","2017-06-30",18,"album",65
"Various Artists","The Fate of the Furious: The Album","2017-04-14",14,"compilation",65
"Zangeres Zonder Naam","Live In Paradiso","2015-05-12",28,"album",65
"Altar of Betelgeuze","Among the Ruins","2018-10-19",1,"single",65
"Johnny and William de Courcy","Songs For You","2008-01-01",12,"album",65
"SF9","Breaking Sensation","2017-04-18",6,"single",65
"Nate Good","Goals","2016-07-14",14,"album",65
"DJ Quik & Problem","Rosecrans","2017-04-20",12,"album",65
"Lil Duke","Life In The Hills","2017-04-20",11,"album",65
"1415","DEAR: X","2015-12-04",6,"single",65
"Amy Shark","Night Thinker EP","2017-04-21",6,"single",65
"Angaleena Presley","Wrangled","2017-04-21",12,"album",65
"Avery*Sunshine","Twenty Sixty Four","2017-04-21",14,"album",65
"Barry Manilow","This Is My Town: Songs of New York","2017-04-21",10,"album",65
"Blackbear","digital druglord","2017-04-21",10,"album",65
"Brad Paisley","Love and War","2017-04-21",16,"album",65
"Cait Brennan","Third","1997-04-08",14,"album",65
"Christina Grimmie","Side B EP","2015-06-01",2,"single",65
"COIN","How Will You Know If You Never Try","2017-04-21",11,"album",65
"Empire Cast","Empire: Original Soundtrack, Season 3","2017-04-28",14,"album",65
"Ephemerals","Egg Tooth","2017-04-21",12,"album",65
"Have Mercy","Make the Best of It","2017-04-21",11,"album",65
"Incubus","8","2018-08-31",8,"album",65
"Jason Eady","Jason Eady","2017-04-21",10,"album",65
"Jessie Reyez","Kiddo EP","2012-10-30",5,"single",65
"Joe Goddard","Electric Lines","2017-12-15",16,"album",65
"John Mellencamp","Sad Clowns & Hillbillies","2017-04-28",13,"album",65
"Kate Nash","Agenda","2018-07-13",1,"single",65
"Kim Walker-Smith","On My Side","2017-04-21",12,"album",65
"Maxïmo Park","Risk to Exist","2017-04-21",11,"album",65
"Molotov Cocktail Piano","MCP Performs The Chainsmokers: Memories... Do Not Open","2017-04-21",12,"album",65
"Overcoats","Young","2017-02-10",12,"album",65
"Peter Bradley Adams","A Face Like Mine","2017-04-21",9,"album",65
"PJ Morton","Gumbo","2017-04-21",9,"album",65
"Prince","Deliverance","1994-09-23",14,"album",65
"Real Life Buildings","Significant Weather","2017-04-21",10,"album",65
"Shawn Mendes","Illuminate (Deluxe)","2017-04-20",16,"album",65
"Sheryl Crow","Be Myself","2018-02-09",12,"album",65
"The JuJu","Exchange","2010-01-01",13,"album",65
"Thrupence","Ideas of Aesthetics","2017-04-21",9,"album",65
"Tyler Bates"," Guardians of the Galaxy, Vol. 2 (Original Score)","2017-04-21",19,"album",65
"Uneven Structure","La Partition","2017-04-21",11,"album",65
"Wilkinson","Hypnotic","2014-07-29",11,"album",65
"Woods","Love Is Love","2018-06-16",9,"album",65
"Scrilla","God's Will","2018-02-02",13,"album",65
"Bee Bakare","Brighter","2018-09-28",16,"album",65
"Sevdaliza","ISON","2017-04-26",17,"album",65
"Stonehand","Kitsune","2014-01-26",4,"single",65
"Young M.A.","Herstory","2017-04-27",7,"album",65
"Aethere","Adrift","2018-03-21",1,"single",65
"A.D. & Sorry Jaynari","Last of the '80's","2012-04-17",1,"single",65
"Airling","Hard to Sleep, Easy to Dream","2017-04-28",14,"album",65
"Alex G","My Life on the Internet","2017-04-28",14,"album",65
"All That Remains","Madness","2015-08-28",14,"album",65
"Artificial Language","The Observer","2017-04-28",11,"album",65
"Bliss n Eso","Off The Grid","2017-04-28",15,"album",65
"BNQT","Volume 1","2017-12-08",30,"album",65
"Cashmere Cat","9","2018-04-13",1,"single",65
"Columbus","Next To Me","2018-02-23",1,"single",65
"Crusty Old Toad","Turn People Into Food","2017-04-28",10,"album",65
"Dalton Domino","Corners","2014-12-09",28,"album",65
"Dvicio","Qué Tienes Tú","2018-05-04",1,"single",65
"Ednita Nazario","Una Vida","2008-01-01",20,"album",65
"Elliot Moss","Boomerang","2016-05-06",1,"single",65
"Emilia Ali","Dreamland","2016-12-16",13,"album",65
"Feist","Pleasure","2010-09-13",17,"album",65
"Foster the People","III","2008-01-01",16,"album",65
"G Perico","All Blue","2018-10-26",1,"single",65
"Gorillaz","HUMANZ","2017-04-28",26,"album",65
"He Is Legend","Few","2018-03-09",1,"single",65
"Hideous Divinity","Adveniens","2017-04-28",9,"album",65
"Jake & Papa","Tattos&Blues EP","2005-06-15",14,"album",65
"Jimmy Wopo","Jordan Kobe","2017-04-28",18,"album",65
"Joe Sib","Nowhere Near the Top","2017-04-28",14,"album",65
"Jonathan Coulton","Solid State","2017-04-28",17,"album",65
"Kasabian","For Crying Out Loud","2017-05-05",27,"album",65
"Kweku Collins","grey","2016-09-11",14,"album",65
"Lea Michele","Places","2018-03-23",13,"album",65
"Leon Inc.","Insert Disc","2017-04-28",11,"album",65
"Life of Agony","A Place Where There's No More Pain","2017-04-28",10,"album",65
"Matty Mullins","Unstoppable","2017-10-27",13,"album",65
"Mark Lanegan Band","Gargoyle","2017-04-28",10,"album",65
"Mary J. Blige","Strength of a Woman","2017-04-28",14,"album",65
"Mew","Visuals","2017-04-28",11,"album",65
"Nef The Pharaoh","The Chang Project","2017-04-28",15,"album",65
"New Found Glory","Makes Me Sick","2017-04-28",10,"album",65
"Restless Streets","Together","2016-04-08",12,"album",65
"Ryan Adams","Prisoner (B-Sides)","2017-04-28",17,"album",65
"Machine Gun Kelly","bloom","2018-08-31",10,"album",65
"Matthew Parker","Adventure (Deluxe Edition)","2017-11-10",16,"album",65
"Mon Laferte","La Trenza","2017-04-28",11,"album",65
"Myles Parrish","Vomac","2017-05-12",10,"album",65
"New Kids On the Block","Thankful EP","2016-06-24",4,"single",65
"Paramore","After Laughter","2017-05-12",12,"album",65
"Paradisia","Sound of Freedom","2017-05-26",12,"album",65
"Passafire","Longshot","2017-05-12",12,"album",65
"Payroll Giovanni","Payface","2017-05-12",11,"album",65
"P-Lo","More Than Anything","2017-05-12",15,"album",65
"PWR BTTM","Pageant","2015-06-23",13,"album",65
"Sarah P.","Who Am I","2018-08-06",7,"album",65
"Seether","Poison the Parish","2017-05-12",15,"album",65
"Sir The Baptist","Saint or Sinner","2017-05-12",16,"album",65
"Thomas Azier","Rouge","2001-01-01",15,"compilation",65
"Tigress","Like It Is","2016-10-21",7,"album",65
"Todd Rundgren","White Knight","2017-05-12",15,"album",65
"Trippie Redd","A Love Letter To You","2017-05-14",12,"album",65
"Wintertime","Wintertime","2017-05-12",10,"album",65
"Youth Killed It","Modern Bollotics","2017-05-12",12,"album",65
"Zac Brown Band","Welcome Home","2017-05-12",10,"album",65
"Black Liquid","ANTi","2016-01-28",13,"album",65
"Juicy J","Gas Face","1996-01-01",14,"album",65
"TWICE","SIGNAL","2017-05-15",6,"single",65
"The I.L.Y.'s","Bodyguard","1992-11-17",12,"album",65
"XXXTENTACION- Revenge","8/8","2018-08-22",11,"album",65
"Rejjie Snow","The Moon & You","1973-03-01",10,"album",65
"T-Pain & Lil Wayne","T-Wayne","2015-05-04",1,"single",65
"Kur","180","2010-01-01",14,"compilation",65
"PnB Chizz","Single Rose","2014-09-23",1,"single",65
"24hrs","Night Shift","2017-05-19",8,"album",65
"A R I Z O N A","GALLERY","2017-05-19",12,"album",65
"Buddy","Ocean & Montana EP","2016-08-20",17,"album",65
"Blac Youngsta & Mozzy","Can't Fake The Real","2017-05-19",11,"album",65
"Collie Buddz","Good Life","2017-03-16",1,"single",65
"Crash The Calm","How You've Been?","2018-08-08",1,"single",65
"CrazyEightyEight","Covers, Vol. 1","2015-01-13",8,"album",65
"David Banner","The God Box","2017-05-19",15,"album",65
"DIVINE ELEMENT","Thaurachs Of Borsu","2017-11-13",8,"album",65
"DragonForce","Reaching Into Infinity","2017-05-19",13,"album",65
"EMI","Planet","2011-06-17",16,"album",65
"Faith Evans & The Notorious B.I.G.","The King & I","1994-01-01",12,"compilation",65
"Fire From The Gods","Narrative Retold","2017-05-19",13,"album",65
"Flor","come out. you're hiding","2018-02-02",13,"album",65
"Foreigner","40","2016-09-02",38,"album",65
"Goapele","Dreamseeker","2017-05-19",10,"album",65
"Jasmine Thompson","Wonderland EP","2017-05-19",8,"single",65
"Jlin","Black Origami","2017-05-19",12,"album",65
"Land of Talk","Life After Youth","2017-05-19",10,"album",65
"Least of These","Wolves EP","2005-01-01",5,"single",65
"Linkin Park","One More Light","2017-05-19",10,"album",65
"Lo-Ruhamah","Anointing","2018-08-22",1,"single",65
"Los Straitjackets -What's So Funny About Peace, Love and Los Straitjackets","13/13","2013-10-13",13,"album",65
"Magic Giant","In The Wind","2016-12-18",1,"single",65
"Mandisa","Out of the Dark (Deluxe)","2017-05-19",18,"album",65
"Manga Saint Hilare x Lewi B","Outbursts from the Outskirts","2017-05-19",14,"album",65
"MISSIO .- Loner","11/11","1993-05-25",20,"album",65
"MisterWives","Connect the Dots","2017-05-19",11,"album",65
"Mr. Probz","Against the Stream (The Original Soundtrack)","2017-05-19",5,"single",65
"Nephilim's Howl","Through The Marrow Of Human Suffering","2017-11-13",5,"album",65
"Nick Hakim","Green Twins","2017-05-19",12,"album",65
"Oceano","Revelation","2018-10-18",1,"single",65
"Papa Roach","Crooked Teeth","2017-05-19",29,"album",65
"Pumarosa","The Witch","2011-02-22",12,"album",65
"Rascal Flatts","Back To Us","2017-05-19",10,"album",65
"Rico Nasty","Tales of Tacobella","2017-05-19",11,"album",65
"Sigrid","Don't Kill My Vibe EP","2017-05-05",4,"single",65
"Snoop Dogg","Neva Left","2017-05-19",16,"album",65
"Son Lux","Remedy","2018-08-31",1,"single",65
"The Mountain Goats","Goths","2017-05-19",12,"album",65
"The Underachievers","Renaissance","2016-03-25",12,"album",65
"Tigers Jaw","spin","2017-10-20",1,"single",65
"Tom Walker","Blessings EP","2017-05-12",5,"single",65
"Various Artists","Natasha, Pierre & the Great Comet of 1812 (Original Broadway Cast Recording)","2017-05-19",27,"compilation",65
"WATERS","Something More!","2015-07-17",11,"album",65
"Wavves"," You're Welcome","2017-05-19",12,"album",65
"Cry","Young Cry","2018-09-14",1,"single",65
"Jeff Bernat","Afterwords","2017-05-23",12,"album",65
"SALIO","Electronic Excursions","2018-07-20",14,"album",65
"Baby Soulja","Dirty (The Soundtrack)","2017-05-23",7,"album",65
"Wode","Servants of the Countercosmos","2017-08-07",6,"album",65
"Axwell <U+039B> Ingrosso","More Than You Know","2017-07-28",15,"album",65
"EXO-CBX","Girls","2017-06-16",16,"album",65
"Mili","Hue EP","2016-08-08",4,"single",65
"KNK","Gravity EP","2017-05-01",5,"single",65
"LOCO","BLEACHED","2017-05-25",11,"album",65
"Stateside","Naïve","2009-01-29",10,"album",65
"Alestorm","No Grave but the Sea","2017-05-26",20,"album",65
"Danzig","Black Laden Crown","2017-05-26",9,"album",65
"Free Throw","Bear Your Mind","2017-05-26",11,"album",65
"Gucci Mane","Droptopwop","2017-05-26",10,"album",65
"HUNNY"," Windows I","2017-05-26",5,"single",65
"Thunder Dreamer","Capture","2012-12-18",14,"album",65
"VACAY","Howlin' Wind EP","2017-05-26",6,"single",65
"XREIGNX","XREIGNX","2017-05-26",4,"single",65
"ASTRO","Dream, Pt. 01","2017-05-29",8,"album",65
"Baek A Yeon","Bittersweet","2012-01-01",7,"album",65
"HIGHLIGHT","Calling You","2018-02-16",1,"single",65
"Sycamore Smith","Grosspapa","2017-05-30",10,"album",65
"Hajel","Wanna Be Your...","2018-03-02",1,"single",65
"Michelle Chamuel","Insights & Turnpikes ","2018-03-22",4,"single",65
"The Black Skirts","Team Baby","2017-05-30",10,"album",65
"Adamn Killa","I AM ADAMN","2017-05-31",16,"album",65
"Dragon Ash","Majestic","2014-01-01",13,"album",65
"ELRIS","We, First","2014-05-13",12,"album",65
"Kim Chang Hoon & The Blackstones","0 Wasteland","2017-11-01",5,"single",65
"Sinead Harnett","Chapter One","2001-10-23",13,"compilation",65
"Various Artists","Reggae Romance Riddim","2017-06-16",6,"single",65
"Various Artists","Serpent Riddim","2017-07-14",9,"compilation",65
"Various Artists","The Great Riddim","2017-10-27",1,"single",65
"'68","Two Parts Viper","2018-04-27",14,"album",65
"A Thousand Horses","Bridges","2018-05-04",10,"album",65
"A.Chal","On Gaz","2017-06-02",11,"album",65
"All Time Low","Last Young Renegade","2017-06-02",10,"album",65
"alt-J","Relaxer","2017-06-02",8,"album",65
"Amber Coffman","City of No Reply","2017-06-02",11,"album",65
"Bea Miller","Chapter Two: Red","2017-06-02",3,"single",65
"Beach Fossils","Somersault","2017-06-02",11,"album",65
"Benjamin Booker","Witness","2017-06-09",17,"album",65
"Bleachers","Gone Now","2017-06-02",12,"album",65
"Chastity Belt","I Used to Spend So Much Time Alone","2017-06-02",13,"album",65
"Clint Westwood","Social Music","2013-10-15",12,"album",65
"CrazyEightyEight","No Words Spoken","2017-06-02",4,"single",65
"Denai Moore","We Used to Bloom","2017-06-16",10,"album",65
"Dispatch","America, Location 12","2017-06-02",11,"album",65
"Doyle","Doyle II: As We Die","2017-06-02",13,"album",65
"Drake Bell","Honest EP","2014-02-18",16,"single",65
"Dua Lipa","Dua Lipa","2017-06-02",17,"album",65
"Eidola","To Speak, To Listen","2017-06-02",12,"album",65
"Eighteen Visions","XVIII","2017-09-09",3,"single",65
"Eyedress","Manila Ice","2017-05-12",15,"album",65
"Flogging Molly","Life Is Good","2018-05-04",12,"album",65
"GYYPS","Killafornia","2017-06-02",15,"album",65
"Halsey","hopeless fountain kingdom","2017-06-02",16,"album",65
"Head North","The Last Living Man Alive Ever In The History Of The World","2017-06-02",15,"album",65
"House Vs. Hurricane","Filth","2018-10-21",1,"single",65
"Housefires","We Say Yes","2017-06-02",12,"album",65
"ISEO&DODOSOUND","Roots in the Air","2017-06-02",8,"album",65
"Jay Prince","Late Summers","2017-06-02",11,"album",65
"Kool G Rap","Return of the Don","2017-06-02",11,"album",65
"Lemaitre","Chapter One","2001-10-23",13,"compilation",65
"Luke Combs","This One's for You","2017-06-02",12,"album",65
"Mali Music","The Transition of Mali","2017-06-02",12,"album",65
"Marika Hackman","I'm Not Your Man","2017-06-02",15,"album",65
"Matt Pless","Catch Me If You Can","2011-05-23",17,"album",65
"Miss May I","Shadows Inside","2017-06-02",10,"album",65
"Molly Tuttle","Rise","2018-05-25",1,"single",65
"Mozzy & Gunplay","Dreadlocks & Headshots","2017-06-02",12,"album",65
"Mutoid Man","War Moans","2017-06-02",12,"album",65
"PARTYNEXTDOOR","Colours 2","2017-06-02",4,"single",65
"Qveen Herby","EP 1","2016-03-25",5,"single",65
"Richard Dawson","Peasant","2017-06-02",11,"album",65
"Roger Waters","Is This The Life We Really Want?","2017-06-02",12,"album",65
"Saint Etienne","Home Counties","2017-06-02",19,"album",65
