"artist","album","release_date","tracks","album_type","markets","target"
"Jidenna","The Chief",2017-02-17,14,"album",65,0
"Jonwayne","Rap Album Two",2017-02-17,12,"album",65,0
"Lorna Shore","Flesh Coffin",2017-02-17,10,"album",65,0
"Maggie Rogers","Now That The Light Is Fading",2017-02-16,5,"single",65,0
"Matt Pyror","Memento Mori",2016-08-19,15,"album",65,0
"Moss","Strike",2006-10-03,30,"album",65,0
"Mozart's Sister","Field Of Love",2014-10-06,12,"album",65,0
"Mystery Weekend","Surprise!",2015-04-25,11,"album",65,0
"Nikki Lane","Highway Queen",2017-02-17,10,"album",65,0
"Parallels","Metropolis",2017-03-03,15,"album",65,1
"Pegi Young & The Survivors","Raw",2017-07-31,21,"compilation",65,0
"Ryan Adams","Prisoner",2017-02-17,12,"album",65,0
"Sam Patch","Yeah You, And I",2017-02-17,8,"album",65,0
"Strand of Oaks","Hard Love",2012-04-24,13,"album",65,0
"Sun Kil Moon","Common As Light And Love Are Red Valleys Of Blood",2017-02-17,16,"album",65,0
"The Black Marble Selection","Greener Than The Other Side",2017-02-24,11,"album",65,0
"The Courtneys","The Courtneys II",2017-02-17,10,"album",65,0
"The Orwells","Terrible Human Beings",2017-02-17,13,"album",65,0
"Tim Darcy","Saturday Night",2009-06-25,15,"album",65,0
"Trinix","Hide",2016-08-12,1,"single",65,0
"Leeky Bandz","TWENTY'17",2017-09-29,1,"single",65,0
"Philthy Rich","Seminary",2017-02-20,12,"album",65,0
"Roc Marciano","Rosebudd's Revenge",2017-02-21,15,"album",65,0
"SkullE","Best Thing Yet 2",2017-02-21,9,"album",65,0
"$uicideboy$ X Germ","DIRTIERNASTIER$UICIDE",2017-02-21,6,"single",65,0
"Monstercat","Monstercat 030",2017-02-22,32,"compilation",65,0
"FG Famous","Fuck The Fame",2018-09-18,11,"album",65,1
"KYUHYUN","One Voice",2015-05-11,25,"album",65,0
"Aaron Watson","Vaquero",2017-02-24,16,"album",65,0
"Acceptance","Colliding By Design",2017-03-24,11,"album",65,1
"Allan Rayman","Roadhouse 01",2017-02-24,13,"album",65,0
"Brian Owens","The Soul of Ferguson",2017-02-24,9,"album",65,0
"Clap Your Hands Say Yeah","The Tourist",2017-02-24,10,"album",65,0
"Crystal Fairy","Crystal Fairy",2017-02-24,11,"album",65,0
"Dams of the West","Youngish American",2017-02-24,10,"album",65,0
"Death Therapy","The Storm Before The Calm",2009-05-12,6,"single",65,0
"Dirty Projectors","Dirty Projectors",2017-02-21,9,"album",65,0
"Ella Mai","Ready",2017-02-22,6,"single",65,0
"Froth","Outside (briefly)",2017-02-24,10,"album",65,0
"Future","HNDRXX",2017-07-27,19,"album",65,0
"Half Waif","form/a",2018-08-04,1,"single",65,0
"Horrorshow","Bardo State",2017-02-24,15,"album",65,0
"Immolation","Atonement",2017-11-03,15,"album",65,0
"Jaime Wyatt","Felony Blues",2017-02-24,7,"album",65,0
"John Mayer","The Search for Everything (Wave Two)",2017-02-24,4,"single",65,0
"YFN Lucci","Long Live Nut",2017-03-03,9,"album",65,1
"Zayde Wølf","The Hidden Memoir EP",2017-03-03,4,"single",65,1
"Brave Girls","Rollin'",2017-05-12,1,"single",65,0
"Asfixia","Tormenta",2017-03-28,10,"album",65,1
"Brian Fresco","Casanova",2018-08-26,1,"single",65,0
"Bush","Black and White Rainbows",2017-10-13,17,"album",65,0
"Cameron Avery","Ripe Dreams, Pipe Dreams",2017-03-10,12,"album",65,0
"Can't Swim","Fail You Again",2017-03-10,12,"album",65,0
"Charli XCX","Number 1 Angel",2017-03-10,10,"album",65,0
"Chickenfoot","Best + Live",2004-01-01,19,"album",65,1
"Cindy Lee Berryhill","The Adventurist",2017-06-30,3,"single",65,0
"Circa Waves","Different Creatures",2017-03-10,11,"album",65,0
"Crywolf","Skeletons",2017-10-13,1,"single",65,0
"Darkest Hour","Godless Prophets & the Migrant Flora",2017-03-10,12,"album",65,0
"Devin the Dude","Acoustic Levitation",2017-03-10,14,"album",65,0
"Eric Bellinger- Eric B for President: Term 2","8/8",2018-08-22,11,"album",65,0
"Greg Graffin","Millport",2017-03-10,10,"album",65,0
"Ha Ha Tonka","Heart-Shaped Mountain",2017-03-10,10,"album",65,0
"Havok","Conformicide",2017-03-10,10,"album",65,0
"Hurray for the Riff Raff","The Navigator",2017-03-10,12,"album",65,0
"Jacques Greene","Feel Infinite",2017-03-10,11,"album",65,0
"Jesse Harris","Music for Chameleons",2017-03-10,13,"album",65,0
"Joanna Forest","Stars Are Rising",2017-03-10,12,"album",65,0
"Josh Turner","Deep South",2017-03-10,11,"album",65,0
"K Phillips","Dirty Wonder",2017-03-10,10,"album",65,0
"Knox Hamilton","The Heights",2008-06-03,27,"album",65,0
"Laura Marling","Semper Femina",2017-03-10,9,"album",65,0
"Little Comets","WORHEAD",2017-03-10,11,"album",65,0
"Mallory Knox","Wired",2010-01-01,10,"album",65,0
"MOD SUN","Movie",2008-01-01,18,"album",65,0
"Murs","Captain California",2017-03-10,13,"album",65,0
"Nicky Romero","Nicky Romero Presents Protocol Miami 2017",2017-02-10,38,"album",65,0
"Onra","Chinoiseries, Pt. 3",2017-03-10,32,"album",65,0
"Page Kennedy","Torn Pages",2016-09-13,9,"album",65,1
"Peter Murphy","Bare-boned and Sacred (Live)",2017-03-10,12,"album",65,0
"Pieta Brown","Postcards",2018-08-14,1,"single",65,1
"RaRa","I Am What I Am",2006-02-21,13,"album",65,0
"Shelby Earl","The Man Who Made Himself a Name",2017-03-10,11,"album",65,0
"Shinobi Ninja","Bless Up",2018-06-21,1,"single",65,0
"Sunny Sweeney","Trophy",2018-03-23,1,"single",65,0
"Tenelle","For the Lovers",2018-07-20,9,"album",65,1
"Tennis","Yours Conditionally",2017-03-10,10,"album",65,0
"The Picturebooks","Home Is a Heartache",2017-03-10,14,"album",65,0
"The Reverend Peyton's Big Damn Band","Front Porch Sessions",2017-03-10,11,"album",65,0
"The Shins","Heartworms",2017-03-10,11,"album",65,0
"The Yugos","Weighing the Heart",2013-05-13,11,"album",65,0
"Tyce","Hero",2017-03-17,14,"album",65,0
"Valerie June","The Order of Time",2017-03-10,12,"album",65,0
"Various Artists","The Music of Nashville",2013-01-01,11,"album",65,0
"Vukovi","Vukovi",2017-03-10,12,"album",65,0
"VVV","Why El Paso Sky",2017-03-10,16,"album",65,0
"Vybz Kartel","Black & White",2018-09-14,14,"album",65,1
"Young Chris","The Network 4",2017-03-10,16,"album",65,0
"Your Old Droog","Packs",2016-12-22,17,"album",65,0
"Yvonne Catterfield","Guten Morgen Freiheit",2017-03-10,14,"album",65,0
"BlocBoy JB","Loco",2017-07-28,1,"single",65,0
"GOT7","Flight Log: Arrival",2017-03-13,8,"album",65,0
"Smino","blkswn",2017-03-14,18,"album",65,0
"He Is We","Fall out of Line",2017-03-15,9,"album",65,0
"Starlito & Don Trip","Step Brothers THREE",2017-03-15,15,"album",65,0
"Deathless Maranatha","Nothing No One Never Everything",2017-03-03,8,"album",65,1
"ANOHNI","Paradise",2015-02-24,12,"album",65,0
"As We Ascend","Farewell to Midnight",2017-03-17,11,"album",65,0
"Basement Life","Love Is Not Real",2017-03-17,10,"album",65,0
"BOEF","Slaaptekort",2017-03-17,16,"album",65,0
"Bonkaz","Quality Control 2.0",2017-03-17,11,"album",65,0
"Bonnie X Clyde","Wanted EP",2017-03-17,5,"single",65,0
"Chloe Martini","Never Twice the Same",2017-03-17,5,"single",65,0
"Conor Oberst","Salutations",2017-03-17,17,"album",65,0
"Coely","Different Waters",2017-03-17,13,"album",65,0
"Elevation Worship","There Is a Cloud",2017-03-17,17,"album",65,0
"Fell Ruin","To The Concrete Drifts",2017-03-17,5,"single",65,0
"Fit for An Autopsy","The Great Collapse",2017-03-17,9,"album",65,0
"Frances","Things I've Never Said",2017-03-17,16,"album",65,0
"Fredo","Get Rich or Get Recalled",2017-08-07,14,"album",65,0
"Gary Clark Jr.","Live North America 2016",2017-03-17,12,"album",65,0
"Judah & The Lion","Folk Hop N' Roll",2017-03-10,16,"album",65,0
"Kaye Cal","Kaye Cal",2017-03-17,9,"album",65,0
"Locust Leaves","A Subtler Kind of Light",2017-03-17,4,"single",65,0
"Michael Tyler","317",2017-03-17,11,"album",65,0
"Milky Chance","Blossom",2017-03-17,20,"album",65,0
"Misery Loves Company","Love Notes and Highways",2017-03-17,6,"single",65,0
"Niyaz","The Best of Niyaz",2017-03-17,13,"album",65,0
"Obituary","Obituary",2017-03-17,11,"album",65,0
"Section Boyz","Soundcheck",2014-09-23,5,"single",65,0
"Selah","Unbreakable",2016-01-29,16,"album",65,0
"Shawty Lo","R.I.C.O.",2017-10-09,10,"album",65,0
"Soulwax","FROM DEEWEE",2017-03-24,12,"album",65,1
"Steel Panther","Lower the Bar",2017-03-24,11,"album",65,1
"Steve Hackett","The Night Siren",2017-03-24,11,"album",65,1
"Tate Kobang","Silent Waves",2015-05-31,5,"single",65,0
"The Dollyrots","Whiplash Splash",2017-03-24,13,"album",65,1
"The Jesus and Mary Chain","Damage and Joy",2017-03-24,14,"album",65,1
"The Residents","The Ghost of Hope",2017-03-24,7,"album",65,1
"The Vicious Head Society","Abject Tomorrow",2017-03-24,8,"album",65,1
"Trementina","810",2016-09-16,13,"album",65,1
"Trey Songz","Tremaine",2017-03-24,15,"album",65,1
"Tuxedo","Tuxedo II",2017-03-24,11,"album",65,1
"Western Daughter","Driftwood Songs",2017-03-24,9,"album",65,1
"Zonnique","Love Jones EP",2017-03-24,6,"single",65,1
"Marnie","Strange Words And Weird Wars",2017-06-02,10,"album",65,0
"Ten Walls","Queen",2018-08-10,19,"album",65,0
"Hi-Rez","Missing Pieces",2018-03-16,5,"single",65,0
"Furniteur","Perfect Lavender",2017-03-28,8,"album",65,1
"Tiara Thomas","Don't Mention My Name",2017-03-28,5,"single",65,1
"Amir Obè","None of the Clocks Work",2017-03-30,7,"album",65,0
"50 Cent","Best Of",2011-01-01,22,"compilation",65,0
"Aimee Mann","Mental Illness",2017-03-31,11,"album",65,0
"The Artificials","Heart",2018-02-14,17,"album",65,0
"BackWordz","Veracity",2017-03-31,18,"album",65,0
"Bob Dylan","Triplicate",2017-03-31,30,"album",65,0
"Body Count","Bloodlust",2018-03-26,1,"single",65,0
"British Sea Power","Let the Dancers Inherit the Party",2017-03-31,12,"album",65,0
"Charlotte OC","Careless People",2017-03-31,11,"album",65,0
"Chaz Bundick Meets The Mattson 2","Star Stuff",2017-03-31,8,"album",65,0
"Christian Scott aTunde Adjuah","Ruler Rebel",2017-03-31,8,"album",65,0
"CunninLynguists","The Rose EP",2016-02-05,4,"single",65,0
"cupcakKe","Queen Elizabitch",2017-03-31,12,"album",65,0
"Demon Hunter","Outlive",2017-03-31,12,"album",65,0
"Deorro","Good Evening",2017-03-31,26,"album",65,0
"Ezro","Ghost in the Blue",2017-03-31,13,"album",65,0
"Freddie Gibbs","You Only Live 2wice",2017-03-31,8,"album",65,0
"Fresku & MocroManiac","Juice",2018-05-23,16,"album",65,0
"Front Porch Step","I Never Loved Before I Found You",2017-03-31,10,"album",65,0
"G-Eazy & Carnage","Step Brothers EP",2017-06-21,6,"single",65,0
"Gawvi","We Belong",2017-03-31,14,"album",65,0
"Goldfrapp","Silver Eye ",2017-03-31,10,"album",65,0
"Hauschka","What If",2017-11-10,13,"album",65,1
"Homeboy Sandman","Veins",2010-05-21,1,"single",65,1
"Jairzinho","Gouden Plaat",2017-03-31,7,"album",65,0
"Jamiroquai","Automaton",2017-03-31,12,"album",65,0
"Jennifer Paige","Starflower",2017-03-31,11,"album",65,0
"Jon Stevens","Starlight",2017-04-07,14,"album",65,0
"Kodak Black","Painting Pictures",2017-03-31,18,"album",65,0
"Lange Frans","Zwart",2018-01-24,13,"album",65,0
"La'Porsha Renae","Already All Ready",2017-03-31,13,"album",65,0
"Leela James","Did It for Love",2017-03-31,12,"album",65,0
"Locksmith","Olive Branch",2017-03-31,13,"album",65,0
"Mastodon","Emperor of Sand",2017-03-31,11,"album",65,0
"MercyMe","Lifer",2017-03-31,10,"album",65,0
"Nightrage","The Venomous",2017-03-31,12,"album",65,0
"Pharmakon","Contact",2017-08-18,1,"single",65,0
"Residente","Residente",2017-03-31,13,"album",65,0
"Running Touch","A Body Slow",2017-03-31,6,"single",65,0
"Sumo Cyco","Opus Mar",2017-03-31,13,"album",65,0
"Tei Shi","Crawl Space",2017-03-31,15,"album",65,0
"The Doors","The Doors (50th Anniversary Deluxe Edition)",2017-03-31,30,"album",65,0
"Thomas Gold","Revelation, Pt. 1",2011-09-02,3,"single",65,0
"Trace Adkins- Something's Going On","12/12",2017-12-08,12,"compilation",65,0
"Various Artists","Ghost in the Shell (Music Inspired by the Motion Picture)",2017-03-31,12,"compilation",65,0
"Voz de Mando","Clase de Historia",2017-03-10,20,"album",65,0
"Yellow Claw","Los Amsterdam",2017-03-31,13,"album",65,0
"Young Dolph","Bulletproof",2017-04-01,10,"album",65,0
"Various Artists","Money Mix Riddim",2017-04-28,22,"compilation",65,0
"Hoodrich Pablo Juan & DrugRixh Pe$o","MONY POWR RSPT World Rules",2017-04-09,10,"album",65,0
"Laksida","Doe Het Zelf",2017-04-02,8,"album",65,0
"Leeky Bandz","outtaspace.",2017-03-24,11,"album",65,1
"Suav Corleone","Parked at the Trap",2017-04-03,16,"album",65,0
"Ann Marie","Ann Marie",2017-04-04,11,"album",65,0
"Scott Bradlee's Postmodern Jukebox","Fake Blues",2017-04-06,14,"album",65,0
"Alexandra Savior","Belladonna of Sadness",2017-04-07,11,"album",65,0
"Allan Kingdom","Lines",2013-01-01,14,"album",65,0
"Arca","Arca",2017-04-07,13,"album",65,0
"Azarath","In Extremis",2017-08-25,9,"album",65,1
"Bethel Music","Starlight (Live)",2017-04-07,14,"album",65,0
"Blaenavon","That's Your Lot",2017-04-07,12,"album",65,0
"Blood Youth","Beyond Repair",2018-06-01,11,"album",65,0
"Born Cages","Exit Signs in a Burning Building",2017-04-07,7,"album",65,0
"Charlatan","Remarkable",2017-04-07,10,"album",65,0
"Clark","Death Peak",2017-04-07,9,"album",65,0
"Cory Branan","Adios",2017-01-13,1,"single",65,0
"Dead By April","Worlds Collide",2017-04-07,11,"album",65,0
"Tinie Tempah","Youth",2016-09-09,12,"album",65,0
"Ty Cooper","Fool EP",2017-06-30,18,"album",65,0
"Zangeres Zonder Naam","Live In Paradiso",2015-05-12,28,"album",65,0
"Johnny and William de Courcy","Songs For You",2008-01-01,12,"album",65,0
"SF9","Breaking Sensation",2017-04-18,6,"single",65,1
"Nate Good","Goals",2016-07-14,14,"album",65,0
"DJ Quik & Problem","Rosecrans",2017-04-20,12,"album",65,0
"Lil Duke","Life In The Hills",2017-04-20,11,"album",65,0
"1415","DEAR: X",2015-12-04,6,"single",65,0
"Amy Shark","Night Thinker EP",2017-04-21,6,"single",65,0
"Angaleena Presley","Wrangled",2017-04-21,12,"album",65,0
"Avery*Sunshine","Twenty Sixty Four",2017-04-21,14,"album",65,0
"Barry Manilow","This Is My Town: Songs of New York",2017-04-21,10,"album",65,0
"Blackbear","digital druglord",2017-04-21,10,"album",65,0
"Brad Paisley","Love and War",2017-04-21,16,"album",65,0
"Christina Grimmie","Side B EP",2015-06-01,2,"single",65,0
"COIN","How Will You Know If You Never Try",2017-04-21,11,"album",65,0
"Empire Cast","Empire: Original Soundtrack, Season 3",2017-04-28,14,"album",65,0
"Ephemerals","Egg Tooth",2017-04-21,12,"album",65,0
"Have Mercy","Make the Best of It",2017-04-21,11,"album",65,0
"Incubus","8",2018-08-31,8,"album",65,0
"Jason Eady","Jason Eady",2017-04-21,10,"album",65,0
"Jessie Reyez","Kiddo EP",2012-10-30,5,"single",65,0
"Joe Goddard","Electric Lines",2017-12-15,16,"album",65,0
"John Mellencamp","Sad Clowns & Hillbillies",2017-04-28,13,"album",65,0
"Kate Nash","Agenda",2018-07-13,1,"single",65,0
"Kim Walker-Smith","On My Side",2017-04-21,12,"album",65,0
"Maxïmo Park","Risk to Exist",2017-04-21,11,"album",65,0
"Molotov Cocktail Piano","MCP Performs The Chainsmokers: Memories... Do Not Open",2017-04-21,12,"album",65,0
"Overcoats","Young",2017-02-10,12,"album",65,0
"Peter Bradley Adams","A Face Like Mine",2017-04-21,9,"album",65,0
"PJ Morton","Gumbo",2017-04-21,9,"album",65,0
"Real Life Buildings","Significant Weather",2017-04-21,10,"album",65,0
"Shawn Mendes","Illuminate (Deluxe)",2017-04-20,16,"album",65,0
"Sheryl Crow","Be Myself",2018-02-09,12,"album",65,0
"The JuJu","Exchange",2010-01-01,13,"album",65,0
"Thrupence","Ideas of Aesthetics",2017-04-21,9,"album",65,0
"Tyler Bates"," Guardians of the Galaxy, Vol. 2 (Original Score)",2017-04-21,19,"album",65,0
"Uneven Structure","La Partition",2017-04-21,11,"album",65,0
"Wilkinson","Hypnotic",2014-07-29,11,"album",65,0
"Woods","Love Is Love",2018-06-16,9,"album",65,0
"Scrilla","God's Will",2018-02-02,13,"album",65,0
"Bee Bakare","Brighter",2018-09-28,16,"album",65,0
"Sevdaliza","ISON",2017-04-26,17,"album",65,0
"Stonehand","Kitsune",2014-01-26,4,"single",65,0
"Young M.A.","Herstory",2017-04-27,7,"album",65,0
"Aethere","Adrift",2018-03-21,1,"single",65,0
"A.D. & Sorry Jaynari","Last of the '80's",2012-04-17,1,"single",65,1
"Airling","Hard to Sleep, Easy to Dream",2017-04-28,14,"album",65,0
"Alex G","My Life on the Internet",2017-04-28,14,"album",65,0
"All That Remains","Madness",2015-08-28,14,"album",65,0
"Artificial Language","The Observer",2017-04-28,11,"album",65,0
"Bliss n Eso","Off The Grid",2017-04-28,15,"album",65,0
"BNQT","Volume 1",2017-12-08,30,"album",65,0
"Cashmere Cat","9",2018-04-13,1,"single",65,0
"Columbus","Next To Me",2018-02-23,1,"single",65,0
"Crusty Old Toad","Turn People Into Food",2017-04-28,10,"album",65,0
"Dalton Domino","Corners",2014-12-09,28,"album",65,0
"Dvicio","Qué Tienes Tú",2018-05-04,1,"single",65,0
"Ednita Nazario","Una Vida",2008-01-01,20,"album",65,0
"Elliot Moss","Boomerang",2016-05-06,1,"single",65,0
"Emilia Ali","Dreamland",2016-12-16,13,"album",65,0
"Feist","Pleasure",2010-09-13,17,"album",65,0
"Foster the People","III",2008-01-01,16,"album",65,0
"Gorillaz","HUMANZ",2017-04-28,26,"album",65,0
"He Is Legend","Few",2018-03-09,1,"single",65,0
"Hideous Divinity","Adveniens",2017-04-28,9,"album",65,0
"Jake & Papa","Tattos&Blues EP",2005-06-15,14,"album",65,0
"Jimmy Wopo","Jordan Kobe",2017-04-28,18,"album",65,0
"Joe Sib","Nowhere Near the Top",2017-04-28,14,"album",65,0
"Jonathan Coulton","Solid State",2017-04-28,17,"album",65,0
"Kasabian","For Crying Out Loud",2017-05-05,27,"album",65,0
"Kweku Collins","grey",2016-09-11,14,"album",65,0
"Lea Michele","Places",2018-03-23,13,"album",65,0
"Leon Inc.","Insert Disc",2017-04-28,11,"album",65,0
"Life of Agony","A Place Where There's No More Pain",2017-04-28,10,"album",65,0
"Matty Mullins","Unstoppable",2017-10-27,13,"album",65,1
"Mark Lanegan Band","Gargoyle",2017-04-28,10,"album",65,0
"Mary J. Blige","Strength of a Woman",2017-04-28,14,"album",65,0
"Mew","Visuals",2017-04-28,11,"album",65,0
"Nef The Pharaoh","The Chang Project",2017-04-28,15,"album",65,0
"New Found Glory","Makes Me Sick",2017-04-28,10,"album",65,0
"Restless Streets","Together",2016-04-08,12,"album",65,0
"Ryan Adams","Prisoner (B-Sides)",2017-04-28,17,"album",65,0
"Machine Gun Kelly","bloom",2018-08-31,10,"album",65,0
"Matthew Parker","Adventure (Deluxe Edition)",2017-11-10,16,"album",65,1
"Mon Laferte","La Trenza",2017-04-28,11,"album",65,0
"Myles Parrish","Vomac",2017-05-12,10,"album",65,0
"New Kids On the Block","Thankful EP",2016-06-24,4,"single",65,1
"Paramore","After Laughter",2017-05-12,12,"album",65,0
"Paradisia","Sound of Freedom",2017-05-26,12,"album",65,0
"Passafire","Longshot",2017-05-12,12,"album",65,0
"Payroll Giovanni","Payface",2017-05-12,11,"album",65,0
"P-Lo","More Than Anything",2017-05-12,15,"album",65,0
"PWR BTTM","Pageant",2015-06-23,13,"album",65,0
"Sarah P.","Who Am I",2018-08-06,7,"album",65,0
"Seether","Poison the Parish",2017-05-12,15,"album",65,0
"Sir The Baptist","Saint or Sinner",2017-05-12,16,"album",65,0
"Tigress","Like It Is",2016-10-21,7,"album",65,0
"Todd Rundgren","White Knight",2017-05-12,15,"album",65,0
"Trippie Redd","A Love Letter To You",2017-05-14,12,"album",65,0
"Wintertime","Wintertime",2017-05-12,10,"album",65,0
"Youth Killed It","Modern Bollotics",2017-05-12,12,"album",65,0
"Zac Brown Band","Welcome Home",2017-05-12,10,"album",65,0
"Black Liquid","ANTi",2016-01-28,13,"album",65,0
"TWICE","SIGNAL",2017-05-15,6,"single",65,0
"XXXTENTACION- Revenge","8/8",2018-08-22,11,"album",65,0
"T-Pain & Lil Wayne","T-Wayne",2015-05-04,1,"single",65,0
"Kur","180",2010-01-01,14,"compilation",65,0
"PnB Chizz","Single Rose",2014-09-23,1,"single",65,0
"24hrs","Night Shift",2017-05-19,8,"album",65,0
"A R I Z O N A","GALLERY",2017-05-19,12,"album",65,0
"Buddy","Ocean & Montana EP",2016-08-20,17,"album",65,0
"Blac Youngsta & Mozzy","Can't Fake The Real",2017-05-19,11,"album",65,0
"Collie Buddz","Good Life",2017-03-16,1,"single",65,0
"Crash The Calm","How You've Been?",2018-08-08,1,"single",65,0
"CrazyEightyEight","Covers, Vol. 1",2015-01-13,8,"album",65,0
"David Banner","The God Box",2017-05-19,15,"album",65,0
"DIVINE ELEMENT","Thaurachs Of Borsu",2017-11-13,8,"album",65,1
"DragonForce","Reaching Into Infinity",2017-05-19,13,"album",65,0
"EMI","Planet",2011-06-17,16,"album",65,0
"Fire From The Gods","Narrative Retold",2017-05-19,13,"album",65,0
"Flor","come out. you're hiding",2018-02-02,13,"album",65,0
"Foreigner","40",2016-09-02,38,"album",65,0
"Goapele","Dreamseeker",2017-05-19,10,"album",65,0
"Jasmine Thompson","Wonderland EP",2017-05-19,8,"single",65,0
"Jlin","Black Origami",2017-05-19,12,"album",65,0
"Land of Talk","Life After Youth",2017-05-19,10,"album",65,0
"Least of These","Wolves EP",2005-01-01,5,"single",65,0
"Linkin Park","One More Light",2017-05-19,10,"album",65,0
"Lo-Ruhamah","Anointing",2018-08-22,1,"single",65,0
"Los Straitjackets -What's So Funny About Peace, Love and Los Straitjackets","13/13",2013-10-13,13,"album",65,1
"Magic Giant","In The Wind",2016-12-18,1,"single",65,0
"Mandisa","Out of the Dark (Deluxe)",2017-05-19,18,"album",65,0
"Manga Saint Hilare x Lewi B","Outbursts from the Outskirts",2017-05-19,14,"album",65,0
"MisterWives","Connect the Dots",2017-05-19,11,"album",65,0
"Mr. Probz","Against the Stream (The Original Soundtrack)",2017-05-19,5,"single",65,0
"Nephilim's Howl","Through The Marrow Of Human Suffering",2017-11-13,5,"album",65,1
"Nick Hakim","Green Twins",2017-05-19,12,"album",65,0
"Oceano","Revelation",2018-10-18,1,"single",65,0
"Papa Roach","Crooked Teeth",2017-05-19,29,"album",65,0
"Pumarosa","The Witch",2011-02-22,12,"album",65,0
"Rascal Flatts","Back To Us",2017-05-19,10,"album",65,0
"Rico Nasty","Tales of Tacobella",2017-05-19,11,"album",65,0
"Sigrid","Don't Kill My Vibe EP",2017-05-05,4,"single",65,0
"Snoop Dogg","Neva Left",2017-05-19,16,"album",65,0
"Son Lux","Remedy",2018-08-31,1,"single",65,0
"The Mountain Goats","Goths",2017-05-19,12,"album",65,0
"Tigers Jaw","spin",2017-10-20,1,"single",65,0
"Tom Walker","Blessings EP",2017-05-12,5,"single",65,0
"Various Artists","Natasha, Pierre & the Great Comet of 1812 (Original Broadway Cast Recording)",2017-05-19,27,"compilation",65,0
"WATERS","Something More!",2015-07-17,11,"album",65,0
"Wavves"," You're Welcome",2017-05-19,12,"album",65,0
"Cry","Young Cry",2018-09-14,1,"single",65,1
"Jeff Bernat","Afterwords",2017-05-23,12,"album",65,0
"SALIO","Electronic Excursions",2018-07-20,14,"album",65,1
"Baby Soulja","Dirty (The Soundtrack)",2017-05-23,7,"album",65,0
"Wode","Servants of the Countercosmos",2017-08-07,6,"album",65,0
"Axwell <U+039B> Ingrosso","More Than You Know",2017-07-28,15,"album",65,0
"EXO-CBX","Girls",2017-06-16,16,"album",65,0
"Mili","Hue EP",2016-08-08,4,"single",65,0
"KNK","Gravity EP",2017-05-01,5,"single",65,0
"LOCO","BLEACHED",2017-05-25,11,"album",65,1
"Stateside","Naïve",2009-01-29,10,"album",65,0
"Alestorm","No Grave but the Sea",2017-05-26,20,"album",65,0
"Danzig","Black Laden Crown",2017-05-26,9,"album",65,0
"Free Throw","Bear Your Mind",2017-05-26,11,"album",65,0
"Gucci Mane","Droptopwop",2017-05-26,10,"album",65,0
"HUNNY"," Windows I",2017-05-26,5,"single",65,0
"Thunder Dreamer","Capture",2012-12-18,14,"album",65,0
"VACAY","Howlin' Wind EP",2017-05-26,6,"single",65,0
"XREIGNX","XREIGNX",2017-05-26,4,"single",65,0
"ASTRO","Dream, Pt. 01",2017-05-29,8,"album",65,1
"Baek A Yeon","Bittersweet",2012-01-01,7,"album",65,0
"HIGHLIGHT","Calling You",2018-02-16,1,"single",65,0
"Sycamore Smith","Grosspapa",2017-05-30,10,"album",65,1
"Hajel","Wanna Be Your...",2018-03-02,1,"single",65,1
"Michelle Chamuel","Insights & Turnpikes ",2018-03-22,4,"single",65,0
"The Black Skirts","Team Baby",2017-05-30,10,"album",65,1
"Adamn Killa","I AM ADAMN",2017-05-31,16,"album",65,1
"Dragon Ash","Majestic",2014-01-01,13,"album",65,0
"ELRIS","We, First",2014-05-13,12,"album",65,0
"Kim Chang Hoon & The Blackstones","0 Wasteland",2017-11-01,5,"single",65,0
"Various Artists","Reggae Romance Riddim",2017-06-16,6,"single",65,0
"Various Artists","Serpent Riddim",2017-07-14,9,"compilation",65,0
"Various Artists","The Great Riddim",2017-10-27,1,"single",65,1
"'68","Two Parts Viper",2018-04-27,14,"album",65,1
"A Thousand Horses","Bridges",2018-05-04,10,"album",65,0
"A.Chal","On Gaz",2017-06-02,11,"album",65,0
"All Time Low","Last Young Renegade",2017-06-02,10,"album",65,0
"alt-J","Relaxer",2017-06-02,8,"album",65,0
"Amber Coffman","City of No Reply",2017-06-02,11,"album",65,0
"Bea Miller","Chapter Two: Red",2017-06-02,3,"single",65,0
"Beach Fossils","Somersault",2017-06-02,11,"album",65,0
"Benjamin Booker","Witness",2017-06-09,17,"album",65,1
"Bleachers","Gone Now",2017-06-02,12,"album",65,0
"Chastity Belt","I Used to Spend So Much Time Alone",2017-06-02,13,"album",65,0
"Clint Westwood","Social Music",2013-10-15,12,"album",65,1
"CrazyEightyEight","No Words Spoken",2017-06-02,4,"single",65,0
"Denai Moore","We Used to Bloom",2017-06-16,10,"album",65,0
"Dispatch","America, Location 12",2017-06-02,11,"album",65,0
"Doyle","Doyle II: As We Die",2017-06-02,13,"album",65,0
"Drake Bell","Honest EP",2014-02-18,16,"single",65,0
"Dua Lipa","Dua Lipa",2017-06-02,17,"album",65,0
"Eidola","To Speak, To Listen",2017-06-02,12,"album",65,0
"Eighteen Visions","XVIII",2017-09-09,3,"single",65,0
"Eyedress","Manila Ice",2017-05-12,15,"album",65,0
"Flogging Molly","Life Is Good",2018-05-04,12,"album",65,0
"GYYPS","Killafornia",2017-06-02,15,"album",65,0
"Halsey","hopeless fountain kingdom",2017-06-02,16,"album",65,0
"Head North","The Last Living Man Alive Ever In The History Of The World",2017-06-02,15,"album",65,0
